customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00271,Male,0,No,Yes,36,Fiber optic,Month-to-month,No,Credit card,40.57,1531.2,Yes
CUST-00272,Male,0,Yes,No,37,Fiber optic,Month-to-month,No,Credit card,78.56,2937.58,Yes
CUST-00273,Female,0,No,Yes,3,Fiber optic,One year,Yes,Electronic check,20.63,185.9,Yes
CUST-00274,Male,0,No,Yes,16,Fiber optic,Month-to-month,Yes,Credit card,21.61,345.76,Yes
CUST-00275,Male,1,Yes,Yes,2,No,Month-to-month,Yes,Credit card,92.17,184.34,No
CUST-00276,Male,0,Yes,Yes,61,Fiber optic,Month-to-month,No,Credit card,39.44,2467.05,Yes
CUST-00277,Female,1,Yes,No,16,Fiber optic,Month-to-month,No,Mailed check,84.95,1359.2,Yes
CUST-00278,Male,0,Yes,No,24,DSL,Two year,No,Bank transfer,94.49,2267.76,No
CUST-00279,Male,0,No,Yes,60,DSL,One year,No,Electronic check,24.05,1443.0,Yes
CUST-00280,Male,1,No,Yes,51,Fiber optic,Month-to-month,No,Electronic check,96.51,4973.81,Yes
CUST-00281,Male,0,Yes,Yes,44,DSL,Month-to-month,Yes,Bank transfer,45.38,2027.43,No
CUST-00282,Female,0,No,No,2,DSL,Month-to-month,Yes,Electronic check,57.73,138.31,Yes
CUST-00283,Male,0,Yes,No,40,DSL,One year,Yes,Electronic check,26.84,1073.6,No
CUST-00284,Male,0,Yes,No,40,DSL,Two year,Yes,Mailed check,103.54,4202.35,No
CUST-00285,Female,0,Yes,Yes,22,Fiber optic,Two year,Yes,Mailed check,75.19,1855.47,No
CUST-00286,Male,0,Yes,Yes,53,Fiber optic,Month-to-month,No,Electronic check,69.48,3717.0,Yes
CUST-00287,Female,0,No,No,66,Fiber optic,Month-to-month,No,Credit card,116.79,7713.12,Yes
CUST-00288,Female,0,No,Yes,18,DSL,Month-to-month,Yes,Bank transfer,52.12,938.16,Yes
CUST-00289,Male,0,No,Yes,23,Fiber optic,One year,No,Credit card,108.86,2503.78,Yes
CUST-00290,Female,0,Yes,No,23,Fiber optic,Month-to-month,No,Credit card,91.41,2102.43,Yes
CUST-00291,Male,1,No,Yes,60,Fiber optic,One year,Yes,Bank transfer,112.71,6762.6,No
CUST-00292,Female,0,No,Yes,5,Fiber optic,One year,Yes,Mailed check,110.6,553.0,Yes
CUST-00293,Male,1,No,No,64,Fiber optic,Month-to-month,No,Credit card,119.09,7710.66,Yes
CUST-00294,Female,0,No,Yes,55,Fiber optic,Month-to-month,No,Bank transfer,31.43,1791.01,Yes
CUST-00295,Female,0,Yes,Yes,34,No,Month-to-month,Yes,Mailed check,99.19,3372.46,Yes
CUST-00296,Female,0,Yes,No,42,Fiber optic,Month-to-month,Yes,Mailed check,100.06,4202.52,Yes
CUST-00297,Male,1,Yes,Yes,64,Fiber optic,Month-to-month,Yes,Electronic check,83.73,5425.59,Yes
CUST-00298,Male,0,Yes,No,55,Fiber optic,One year,Yes,Credit card,46.44,2554.2,No
CUST-00299,Male,1,Yes,Yes,19,DSL,Month-to-month,Yes,Credit card,116.45,2212.55,Yes
CUST-00300,Male,0,Yes,No,3,No,Month-to-month,No,Bank transfer,38.85,152.17,Yes
CUST-00301,Female,0,Yes,Yes,47,DSL,One year,No,Electronic check,68.96,3292.4,No
CUST-00302,Male,0,Yes,No,10,DSL,One year,No,Credit card,71.19,711.9,No
CUST-00303,Female,1,Yes,No,6,No,Month-to-month,No,Electronic check,34.51,207.06,Yes
CUST-00304,Female,0,Yes,No,70,Fiber optic,Two year,Yes,Electronic check,91.7,6419.0,No
CUST-00305,Male,1,No,Yes,34,DSL,Two year,Yes,Electronic check,27.06,956.77,No
CUST-00306,Male,0,Yes,Yes,46,DSL,One year,Yes,Mailed check,88.7,4080.2,No
CUST-00307,Female,0,Yes,No,15,DSL,One year,No,Mailed check,104.56,1568.4,No
CUST-00308,Male,0,No,No,7,Fiber optic,Month-to-month,Yes,Credit card,53.64,411.84,Yes
CUST-00309,Male,0,Yes,Yes,4,DSL,Two year,No,Mailed check,90.36,361.44,No
CUST-00310,Female,0,No,Yes,25,No,Month-to-month,Yes,Credit card,33.99,876.85,Yes
CUST-00311,Female,0,Yes,Yes,0,No,Two year,No,Mailed check,104.29,0.0,No
CUST-00312,Male,0,Yes,No,30,Fiber optic,One year,No,Bank transfer,115.11,3453.3,No
CUST-00313,Male,0,Yes,Yes,23,Fiber optic,Month-to-month,No,Bank transfer,33.57,809.87,No
CUST-00314,Male,0,Yes,No,37,DSL,Month-to-month,Yes,Credit card,88.57,3289.72,Yes
CUST-00315,Female,0,Yes,No,42,DSL,One year,No,Credit card,69.59,2968.9,No
CUST-00316,Female,0,No,No,22,Fiber optic,One year,No,Credit card,72.21,1588.62,No
CUST-00317,Female,0,Yes,No,32,DSL,Month-to-month,Yes,Credit card,90.06,2881.92,Yes
CUST-00318,Female,0,No,Yes,5,DSL,One year,Yes,Electronic check,67.85,407.29,Yes
CUST-00319,Female,0,Yes,No,21,DSL,Two year,Yes,Electronic check,79.23,1663.83,No
CUST-00320,Male,0,No,Yes,70,DSL,Month-to-month,Yes,Mailed check,41.55,2971.07,No
CUST-00321,Male,0,No,Yes,71,Fiber optic,Month-to-month,No,Electronic check,56.61,4085.34,Yes
CUST-00322,Female,0,No,Yes,34,Fiber optic,Month-to-month,Yes,Mailed check,106.25,3655.5,Yes
CUST-00323,Female,0,No,Yes,67,No,One year,No,Bank transfer,29.21,1957.07,No
CUST-00324,Female,0,No,No,36,Fiber optic,Month-to-month,No,Mailed check,78.95,2842.2,Yes
CUST-00325,Male,0,No,No,9,No,Two year,No,Electronic check,36.8,331.2,No
CUST-00326,Male,0,Yes,Yes,62,Fiber optic,Month-to-month,No,Credit card,104.35,6469.7,No
CUST-00327,Male,0,No,Yes,29,No,One year,No,Mailed check,77.06,2234.74,No
CUST-00328,Male,0,Yes,No,44,Fiber optic,Month-to-month,No,Credit card,59.11,2633.08,Yes
CUST-00329,Female,0,No,No,46,DSL,Month-to-month,No,Bank transfer,43.48,2032.55,Yes
CUST-00330,Female,0,Yes,No,22,No,One year,Yes,Bank transfer,62.56,1376.32,No
CUST-00331,Male,1,No,Yes,52,DSL,Month-to-month,No,Credit card,115.68,6049.17,Yes
CUST-00332,Male,0,Yes,No,36,DSL,Month-to-month,Yes,Mailed check,69.94,2540.56,Yes
CUST-00333,Female,0,No,Yes,26,DSL,Two year,No,Electronic check,65.89,1788.63,No
CUST-00334,Male,0,Yes,Yes,21,Fiber optic,Two year,Yes,Credit card,94.12,2004.98,Yes
CUST-00335,Female,0,No,Yes,53,Fiber optic,Two year,Yes,Bank transfer,56.66,3055.91,No
CUST-00336,Female,0,Yes,No,17,Fiber optic,Month-to-month,No,Mailed check,61.6,1071.05,Yes
CUST-00337,Male,0,Yes,Yes,8,No,One year,No,Bank transfer,52.37,467.96,No
CUST-00338,Male,0,Yes,No,63,DSL,Two year,Yes,Mailed check,33.39,2103.57,No
CUST-00339,Female,0,Yes,No,23,Fiber optic,Month-to-month,No,Credit card,90.81,2088.63,Yes
CUST-00340,Female,0,Yes,Yes,46,DSL,Month-to-month,Yes,Bank transfer,107.05,4924.3,No
CUST-00341,Male,0,Yes,No,51,No,Two year,Yes,Mailed check,110.37,5628.87,No
CUST-00342,Female,0,Yes,No,60,DSL,Month-to-month,No,Bank transfer,107.84,6492.59,No
CUST-00343,Female,0,Yes,No,45,DSL,One year,Yes,Credit card,64.08,2915.32,No
CUST-00344,Female,0,No,Yes,50,Fiber optic,Two year,Yes,Mailed check,46.97,2368.11,No
CUST-00345,Male,0,No,No,60,Fiber optic,One year,No,Credit card,83.07,4984.2,No
CUST-00346,Female,0,Yes,No,67,Fiber optic,Month-to-month,No,Electronic check,115.38,7730.46,No
CUST-00347,Female,0,Yes,Yes,3,Fiber optic,Month-to-month,No,Electronic check,92.16,331.34,Yes
CUST-00348,Male,0,Yes,No,53,Fiber optic,Month-to-month,No,Credit card,68.47,3646.4,Yes
CUST-00349,Male,0,No,Yes,12,Fiber optic,Month-to-month,Yes,Bank transfer,88.26,1059.12,Yes
CUST-00350,Female,0,No,No,64,DSL,One year,No,Electronic check,96.8,6195.2,No
CUST-00351,Male,0,No,Yes,3,DSL,Two year,Yes,Bank transfer,111.77,335.31,No
CUST-00352,Male,0,Yes,Yes,17,DSL,Month-to-month,No,Mailed check,95.85,1631.22,No
CUST-00353,Male,1,Yes,No,13,DSL,Month-to-month,Yes,Mailed check,62.19,808.47,Yes
CUST-00354,Female,0,Yes,Yes,43,Fiber optic,Two year,Yes,Mailed check,45.91,1974.13,No
CUST-00355,Female,0,Yes,Yes,0,Fiber optic,Month-to-month,Yes,Mailed check,68.99,79.23,Yes
CUST-00356,Male,0,No,No,1,Fiber optic,Month-to-month,No,Credit card,51.47,51.47,Yes
CUST-00357,Female,0,Yes,No,36,Fiber optic,Month-to-month,No,Mailed check,114.16,4145.08,Yes
CUST-00358,Male,0,Yes,No,69,Fiber optic,One year,Yes,Mailed check,69.81,4926.23,No
CUST-00359,Female,0,Yes,No,38,Fiber optic,Month-to-month,No,Credit card,66.15,2567.56,Yes
CUST-00360,Female,1,Yes,Yes,32,DSL,One year,No,Bank transfer,53.52,1712.64,No
CUST-00361,Female,0,No,No,47,DSL,Month-to-month,No,Electronic check,83.22,3911.34,No
CUST-00362,Male,1,No,No,39,Fiber optic,One year,No,Bank transfer,71.05,2770.95,No
CUST-00363,Female,0,No,No,27,Fiber optic,Month-to-month,Yes,Bank transfer,31.16,841.32,Yes
CUST-00364,Male,0,Yes,No,42,DSL,Month-to-month,Yes,Bank transfer,106.66,4479.72,Yes
CUST-00365,Female,0,No,No,0,DSL,Month-to-month,Yes,Electronic check,54.62,0.0,Yes
CUST-00366,Male,0,Yes,No,17,Fiber optic,Month-to-month,No,Mailed check,62.12,1056.04,Yes
CUST-00367,Male,0,No,No,48,Fiber optic,Month-to-month,Yes,Bank transfer,38.98,1871.04,Yes
CUST-00368,Male,0,Yes,Yes,24,DSL,Month-to-month,Yes,Bank transfer,74.45,1811.06,Yes
CUST-00369,Female,0,No,No,3,Fiber optic,Month-to-month,No,Bank transfer,89.61,268.83,Yes
CUST-00370,Male,0,Yes,Yes,8,No,Month-to-month,Yes,Credit card,107.88,863.04,Yes
CUST-00371,Female,0,No,Yes,62,DSL,Two year,No,Bank transfer,23.26,1442.12,No
CUST-00372,Male,0,No,No,23,No,Month-to-month,Yes,Mailed check,117.28,2697.44,Yes
CUST-00373,Male,0,Yes,No,1,DSL,Two year,Yes,Bank transfer,89.79,181.61,No
CUST-00374,Female,0,No,Yes,52,Fiber optic,Two year,No,Mailed check,47.0,2455.61,No
CUST-00375,Male,0,Yes,Yes,38,Fiber optic,Month-to-month,No,Mailed check,38.86,1476.68,Yes
CUST-00376,Female,0,Yes,No,32,DSL,One year,No,Bank transfer,48.2,1563.31,No
CUST-00377,Female,1,Yes,No,64,No,Two year,Yes,Mailed check,107.32,6895.76,No
CUST-00378,Male,0,No,No,22,Fiber optic,One year,No,Bank transfer,47.72,1049.84,Yes
CUST-00379,Male,0,No,No,41,No,Month-to-month,Yes,Bank transfer,65.21,2673.61,Yes
CUST-00380,Male,0,Yes,Yes,53,DSL,Month-to-month,No,Credit card,89.99,4857.37,Yes
CUST-00381,Female,0,No,Yes,43,No,Month-to-month,No,Electronic check,106.94,4598.42,No
CUST-00382,Female,0,No,Yes,14,No,Month-to-month,Yes,Mailed check,85.17,1225.42,Yes
CUST-00383,Male,0,No,No,49,Fiber optic,Two year,Yes,Credit card,94.82,4656.18,No
CUST-00384,Male,0,Yes,No,53,DSL,Two year,No,Mailed check,35.68,1921.08,No
CUST-00385,Male,0,No,Yes,8,Fiber optic,Month-to-month,No,Bank transfer,107.5,945.34,Yes
CUST-00386,Male,0,No,No,11,Fiber optic,One year,No,Bank transfer,46.12,535.4,No
CUST-00387,Female,0,No,No,48,No,Month-to-month,Yes,Credit card,31.09,1492.32,No
CUST-00388,Female,0,No,No,8,Fiber optic,Two year,Yes,Electronic check,117.58,995.94,No
CUST-00389,Male,0,Yes,No,63,DSL,Month-to-month,No,Mailed check,38.57,2429.91,Yes
CUST-00390,Female,0,No,Yes,7,DSL,Two year,No,Mailed check,31.94,231.76,No
CUST-00391,Male,0,Yes,No,70,Fiber optic,Two year,Yes,Bank transfer,81.85,5729.5,No
CUST-00392,Male,0,Yes,Yes,48,No,Month-to-month,Yes,Credit card,50.52,2424.96,No
CUST-00393,Female,0,No,No,31,DSL,Month-to-month,Yes,Electronic check,31.6,982.17,Yes
CUST-00394,Female,0,No,No,19,Fiber optic,Two year,Yes,Electronic check,79.31,1525.29,No
CUST-00395,Female,0,No,Yes,24,No,Month-to-month,Yes,Credit card,95.42,2290.08,Yes
CUST-00396,Male,0,Yes,No,53,DSL,Month-to-month,No,Bank transfer,98.91,5267.09,Yes
CUST-00397,Male,1,No,Yes,54,DSL,Two year,No,Bank transfer,33.86,1828.44,Yes
CUST-00398,Male,0,No,Yes,15,Fiber optic,One year,No,Electronic check,74.8,1185.98,No
CUST-00399,Male,1,Yes,No,39,Fiber optic,Month-to-month,No,Bank transfer,101.0,3939.0,Yes
CUST-00400,Female,1,No,Yes,71,DSL,Month-to-month,Yes,Mailed check,34.43,2444.53,Yes
CUST-00401,Female,0,No,Yes,18,No,Month-to-month,No,Bank transfer,39.18,709.03,No
CUST-00402,Male,0,Yes,Yes,49,Fiber optic,Two year,No,Electronic check,18.25,894.25,No
CUST-00403,Female,0,No,Yes,12,No,Month-to-month,Yes,Mailed check,71.51,921.57,Yes
CUST-00404,Male,1,Yes,No,60,No,Month-to-month,Yes,Bank transfer,37.86,2271.63,Yes
CUST-00405,Female,0,No,Yes,12,No,Month-to-month,Yes,Bank transfer,91.87,1102.44,Yes
CUST-00406,Male,0,No,Yes,21,Fiber optic,Two year,Yes,Credit card,116.15,2468.74,No
CUST-00407,Male,0,Yes,Yes,33,DSL,Month-to-month,Yes,Credit card,39.29,1296.57,Yes
CUST-00408,Female,1,Yes,No,26,Fiber optic,Two year,No,Electronic check,84.21,2189.46,No
CUST-00409,Male,0,No,No,12,DSL,One year,No,Electronic check,39.61,495.74,No
CUST-00410,Male,0,No,Yes,46,Fiber optic,Two year,No,Mailed check,19.84,912.64,No
CUST-00411,Male,0,No,Yes,1,DSL,Two year,Yes,Credit card,95.37,95.37,No
CUST-00412,Male,0,Yes,No,70,Fiber optic,Two year,No,Mailed check,62.27,4400.74,No
CUST-00413,Male,1,No,Yes,3,DSL,Two year,Yes,Credit card,114.57,369.96,Yes
CUST-00414,Male,0,Yes,No,24,DSL,Month-to-month,Yes,Electronic check,72.5,1740.0,Yes
CUST-00415,Female,0,No,No,66,DSL,One year,No,Credit card,34.06,2247.96,No
CUST-00416,Female,0,Yes,Yes,11,Fiber optic,Month-to-month,No,Electronic check,63.88,702.68,Yes
CUST-00417,Male,0,No,No,5,Fiber optic,Month-to-month,No,Credit card,38.69,282.27,Yes
CUST-00418,Male,0,No,Yes,53,DSL,Two year,Yes,Credit card,107.56,5745.98,No
CUST-00419,Female,0,No,Yes,5,No,Two year,Yes,Mailed check,88.47,442.35,No
CUST-00420,Female,0,Yes,No,64,No,One year,Yes,Mailed check,52.81,3408.65,No
CUST-00421,Female,0,No,No,32,DSL,Month-to-month,Yes,Bank transfer,71.84,2298.88,No
CUST-00422,Female,1,No,No,62,Fiber optic,Month-to-month,Yes,Bank transfer,86.29,5349.98,Yes
CUST-00423,Female,0,Yes,Yes,17,Fiber optic,Month-to-month,Yes,Electronic check,97.85,1668.69,Yes
CUST-00424,Male,0,No,Yes,10,DSL,Month-to-month,Yes,Electronic check,26.18,284.41,Yes
CUST-00425,Male,0,Yes,No,69,Fiber optic,Month-to-month,No,Credit card,20.3,1400.7,Yes
CUST-00426,Female,0,No,No,54,DSL,Month-to-month,Yes,Credit card,29.67,1614.58,No
CUST-00427,Female,1,Yes,Yes,65,No,Month-to-month,Yes,Electronic check,58.29,3792.77,No
CUST-00428,Male,0,No,No,23,No,One year,No,Credit card,65.6,1508.8,No
CUST-00429,Female,0,No,Yes,29,No,Month-to-month,No,Credit card,31.92,925.68,No
CUST-00430,Male,0,No,Yes,41,Fiber optic,Two year,No,Credit card,59.94,2457.54,No
CUST-00431,Female,0,Yes,Yes,32,Fiber optic,One year,Yes,Electronic check,63.05,2029.2,No
CUST-00432,Female,0,Yes,No,17,No,Month-to-month,Yes,Bank transfer,29.13,515.75,Yes
CUST-00433,Male,0,Yes,No,27,DSL,Month-to-month,No,Electronic check,111.5,3020.42,Yes
CUST-00434,Male,0,Yes,Yes,43,DSL,Month-to-month,No,Electronic check,79.11,3401.73,No
CUST-00435,Male,0,No,Yes,2,Fiber optic,Two year,No,Electronic check,57.63,115.26,No
CUST-00436,Female,0,No,Yes,24,DSL,Month-to-month,No,Mailed check,69.7,1692.74,Yes
CUST-00437,Female,0,No,Yes,21,DSL,Month-to-month,Yes,Bank transfer,50.05,1124.63,Yes
CUST-00438,Male,0,No,Yes,5,DSL,Two year,No,Electronic check,105.14,533.32,No
CUST-00439,Male,0,Yes,No,8,Fiber optic,Two year,Yes,Electronic check,76.65,613.2,Yes
CUST-00440,Female,0,No,Yes,35,DSL,Month-to-month,No,Mailed check,68.48,2408.02,Yes
CUST-00441,Male,1,Yes,Yes,7,DSL,Month-to-month,Yes,Electronic check,110.91,776.37,Yes
CUST-00442,Male,1,No,No,24,DSL,Month-to-month,No,Credit card,103.47,2548.73,Yes
CUST-00443,Male,0,No,No,40,Fiber optic,Month-to-month,No,Electronic check,100.91,4045.73,No
CUST-00444,Female,0,No,Yes,62,No,Month-to-month,No,Mailed check,41.01,2542.62,Yes
CUST-00445,Female,0,Yes,Yes,7,DSL,One year,No,Mailed check,33.62,235.34,No
CUST-00446,Male,0,No,No,31,Fiber optic,Two year,Yes,Electronic check,88.39,2740.09,No
CUST-00447,Female,0,Yes,Yes,7,Fiber optic,Month-to-month,No,Credit card,65.8,526.18,Yes
CUST-00448,Female,0,No,No,30,DSL,One year,Yes,Electronic check,87.74,2632.2,No
CUST-00449,Male,0,Yes,Yes,34,No,Month-to-month,Yes,Mailed check,95.58,3257.49,Yes
CUST-00450,Female,1,Yes,No,57,Fiber optic,Two year,No,Bank transfer,48.12,2771.53,No
CUST-00451,Female,0,Yes,Yes,31,Fiber optic,One year,Yes,Mailed check,47.03,1457.93,No
CUST-00452,Male,0,Yes,No,67,DSL,Two year,Yes,Mailed check,68.06,4569.71,No
CUST-00453,Male,0,No,Yes,9,DSL,Two year,No,Electronic check,45.9,426.82,No
CUST-00454,Female,1,No,Yes,3,No,Month-to-month,No,Mailed check,86.06,258.18,Yes
CUST-00455,Female,0,Yes,No,0,Fiber optic,Month-to-month,No,Electronic check,94.17,12.63,Yes
CUST-00456,Male,1,Yes,No,25,No,Month-to-month,No,Mailed check,66.15,1653.75,Yes
CUST-00457,Female,1,No,No,13,No,Month-to-month,No,Mailed check,91.83,1200.29,Yes
CUST-00458,Female,0,No,No,6,DSL,Two year,Yes,Mailed check,70.06,422.14,No
CUST-00459,Male,0,Yes,Yes,16,Fiber optic,Month-to-month,No,Electronic check,90.71,1464.32,Yes
CUST-00460,Female,0,Yes,Yes,70,Fiber optic,One year,Yes,Credit card,40.95,2933.37,Yes
CUST-00461,Male,0,Yes,Yes,57,Fiber optic,Month-to-month,No,Electronic check,93.36,5321.52,Yes
CUST-00462,Female,0,Yes,No,1,DSL,Month-to-month,Yes,Electronic check,90.94,90.94,Yes
CUST-00463,Male,0,Yes,No,65,DSL,Month-to-month,No,Electronic check,45.19,2970.68,No
CUST-00464,Male,0,No,No,14,Fiber optic,One year,No,Credit card,74.71,1069.99,Yes
CUST-00465,Female,0,No,Yes,29,Fiber optic,One year,No,Mailed check,105.24,3074.93,Yes
CUST-00466,Male,0,Yes,No,23,Fiber optic,Month-to-month,No,Mailed check,43.45,1137.03,No
CUST-00467,Female,0,Yes,No,29,DSL,Month-to-month,No,Credit card,93.07,2729.74,Yes
CUST-00468,Male,0,No,No,54,DSL,One year,No,Electronic check,115.3,6282.75,Yes
CUST-00469,Female,0,Yes,No,51,No,Month-to-month,No,Electronic check,106.36,5424.36,No
CUST-00470,Female,0,Yes,No,42,Fiber optic,Two year,Yes,Electronic check,58.96,2476.32,No
CUST-00471,Female,0,Yes,Yes,45,Fiber optic,Month-to-month,No,Bank transfer,79.94,3597.3,No
CUST-00472,Male,0,Yes,Yes,52,Fiber optic,Month-to-month,Yes,Credit card,119.16,6231.92,No
CUST-00473,Male,0,No,No,13,Fiber optic,Month-to-month,Yes,Bank transfer,75.98,1008.08,Yes
CUST-00474,Female,0,Yes,No,28,Fiber optic,Month-to-month,No,Credit card,29.73,852.6,Yes
CUST-00475,Female,0,Yes,No,7,Fiber optic,Month-to-month,No,Credit card,22.63,158.41,No
CUST-00476,Female,1,Yes,No,50,No,Month-to-month,No,Mailed check,98.61,4930.5,No
CUST-00477,Male,0,No,No,31,No,Two year,No,Electronic check,61.21,1897.51,No
CUST-00478,Female,0,No,No,45,No,Month-to-month,No,Electronic check,43.17,1978.87,No
CUST-00479,Male,0,No,No,40,Fiber optic,Month-to-month,Yes,Credit card,53.46,2180.44,Yes
CUST-00480,Male,0,Yes,Yes,19,Fiber optic,Month-to-month,No,Bank transfer,95.25,1809.75,Yes
CUST-00481,Female,1,No,Yes,9,Fiber optic,Month-to-month,No,Credit card,65.46,627.26,Yes
CUST-00482,Male,1,No,Yes,70,No,One year,No,Bank transfer,106.59,7461.3,No
CUST-00483,Female,0,No,No,21,Fiber optic,Month-to-month,Yes,Credit card,92.96,1975.61,Yes
CUST-00484,Male,0,No,Yes,7,Fiber optic,One year,No,Credit card,117.35,821.45,No
CUST-00485,Male,0,Yes,Yes,22,Fiber optic,Month-to-month,Yes,Credit card,108.63,2468.15,Yes
CUST-00486,Male,1,No,Yes,64,Fiber optic,Two year,Yes,Credit card,43.96,2813.44,No
CUST-00487,Female,0,No,Yes,18,Fiber optic,Month-to-month,Yes,Electronic check,85.22,1542.89,Yes
CUST-00488,Female,1,No,Yes,71,DSL,Two year,No,Bank transfer,20.1,1457.43,No
CUST-00489,Female,0,No,No,33,Fiber optic,Month-to-month,No,Credit card,119.09,3929.97,Yes
CUST-00490,Female,0,No,Yes,62,Fiber optic,Month-to-month,Yes,Mailed check,44.62,2766.44,Yes
CUST-00491,Female,0,Yes,Yes,47,DSL,Two year,No,Credit card,85.81,4033.07,No
CUST-00492,Female,0,No,Yes,3,No,One year,No,Mailed check,104.61,313.83,Yes
CUST-00493,Female,0,No,No,36,Fiber optic,One year,No,Electronic check,34.37,1237.32,No
CUST-00494,Male,0,Yes,No,30,DSL,Month-to-month,No,Bank transfer,104.48,3190.0,No
CUST-00495,Male,0,Yes,No,14,No,One year,Yes,Electronic check,19.25,269.5,No
CUST-00496,Male,0,Yes,Yes,39,Fiber optic,Two year,Yes,Mailed check,63.08,2488.44,Yes
CUST-00497,Male,0,No,No,7,Fiber optic,One year,No,Credit card,66.15,478.78,No
CUST-00498,Female,0,Yes,Yes,50,Fiber optic,Month-to-month,Yes,Electronic check,56.16,2808.0,No
CUST-00499,Male,0,No,No,59,No,One year,Yes,Electronic check,77.81,4616.75,No
CUST-00500,Male,0,Yes,No,6,Fiber optic,One year,Yes,Credit card,111.31,667.86,Yes
CUST-00501,Female,1,No,No,34,Fiber optic,Two year,Yes,Credit card,51.35,1777.3,No
CUST-00502,Female,1,No,No,47,DSL,Month-to-month,Yes,Mailed check,77.08,3622.76,No
CUST-00503,Female,0,Yes,No,4,Fiber optic,Month-to-month,Yes,Mailed check,107.5,430.42,Yes
CUST-00504,Male,0,Yes,No,28,Fiber optic,Two year,Yes,Credit card,96.85,2711.8,Yes
CUST-00505,Male,0,No,No,18,Fiber optic,Month-to-month,No,Bank transfer,22.15,404.82,Yes
CUST-00506,Female,0,Yes,No,2,Fiber optic,One year,Yes,Credit card,114.16,274.67,Yes
CUST-00507,Male,1,No,No,57,No,Month-to-month,Yes,Electronic check,22.76,1297.32,No
CUST-00508,Male,0,No,Yes,32,Fiber optic,Month-to-month,Yes,Bank transfer,78.05,2497.6,Yes
CUST-00509,Male,0,Yes,No,54,DSL,One year,No,Bank transfer,76.69,4163.99,No
CUST-00510,Female,0,No,Yes,42,No,Month-to-month,Yes,Electronic check,98.21,4148.8,No
CUST-00511,Female,0,No,Yes,63,Fiber optic,Month-to-month,No,Bank transfer,33.14,2087.82,Yes
CUST-00512,Female,1,Yes,Yes,71,No,One year,Yes,Electronic check,36.3,2678.07,No
CUST-00513,Female,0,No,Yes,43,No,One year,Yes,Credit card,94.71,4098.96,No
CUST-00514,Female,1,Yes,No,25,No,Two year,Yes,Bank transfer,33.25,866.1,No
CUST-00515,Male,0,No,Yes,30,Fiber optic,Month-to-month,No,Electronic check,65.88,1976.4,Yes
CUST-00516,Female,0,Yes,No,59,Fiber optic,Month-to-month,Yes,Bank transfer,92.63,5465.17,Yes
CUST-00517,Male,1,No,Yes,30,DSL,Two year,Yes,Electronic check,84.43,2566.64,No
CUST-00518,Male,0,No,Yes,37,Fiber optic,Month-to-month,Yes,Credit card,39.48,1460.76,Yes
CUST-00519,Female,0,Yes,Yes,13,Fiber optic,Month-to-month,Yes,Electronic check,49.0,664.2,Yes
CUST-00520,Male,0,Yes,No,71,Fiber optic,Month-to-month,No,Bank transfer,116.84,8295.64,Yes
CUST-00521,Male,1,Yes,No,46,No,Month-to-month,Yes,Electronic check,63.76,2944.86,No
CUST-00522,Male,0,Yes,Yes,23,DSL,Two year,Yes,Electronic check,22.53,518.19,No
CUST-00523,Female,0,Yes,No,42,Fiber optic,One year,No,Credit card,40.4,1740.02,No
CUST-00524,Male,0,No,No,28,Fiber optic,One year,Yes,Mailed check,52.93,1482.04,No
CUST-00525,Male,0,Yes,No,11,Fiber optic,Month-to-month,No,Electronic check,119.95,1431.73,Yes
CUST-00526,Female,0,No,Yes,62,DSL,Month-to-month,No,Bank transfer,48.87,3141.84,No
CUST-00527,Male,0,Yes,No,63,DSL,Month-to-month,No,Electronic check,20.69,1385.1,Yes
CUST-00528,Female,0,No,No,60,No,Month-to-month,Yes,Bank transfer,70.32,4282.97,Yes
CUST-00529,Female,0,No,No,26,Fiber optic,Month-to-month,No,Credit card,26.53,689.78,Yes
CUST-00530,Female,0,No,Yes,18,DSL,Month-to-month,No,Bank transfer,45.95,885.43,No
CUST-00531,Male,1,Yes,No,3,DSL,Month-to-month,Yes,Electronic check,119.22,357.66,Yes
CUST-00532,Male,0,No,Yes,52,Fiber optic,One year,Yes,Electronic check,89.87,4673.24,No
CUST-00533,Male,0,No,No,23,DSL,One year,No,Electronic check,23.17,608.07,No
CUST-00534,Female,0,Yes,No,64,Fiber optic,Month-to-month,No,Bank transfer,63.77,4137.72,Yes
CUST-00535,Male,0,Yes,Yes,62,Fiber optic,Month-to-month,Yes,Bank transfer,35.51,2201.62,Yes
CUST-00536,Male,0,No,Yes,9,DSL,One year,No,Bank transfer,30.54,274.86,No
CUST-00537,Male,0,Yes,No,66,Fiber optic,One year,Yes,Mailed check,77.88,5140.08,No
CUST-00538,Female,0,Yes,No,10,DSL,Two year,Yes,Electronic check,69.58,695.8,Yes
CUST-00539,Male,0,No,Yes,35,DSL,Month-to-month,No,Credit card,93.77,3329.2,Yes
CUST-00540,Female,0,No,No,34,No,Two year,No,Bank transfer,109.02,3706.68,No
CUST-00541,Male,0,No,Yes,68,Fiber optic,Month-to-month,Yes,Bank transfer,43.16,2949.22,Yes
CUST-00542,Male,0,No,No,47,No,Month-to-month,No,Electronic check,112.15,5271.05,No
